Event#,Sequence,Designation, ConsensusConsensus,Parsimony O,Conflict,SubPhPr,TreeSubDist,OuCheck,TreeSubPhPr,TreePhPr,PhPr,TrpScore,dMax(VisRD),DistRank,O:E,SubDist,Parsimony I,SetDistT,SetDistP,O:E Dist,
 154,MN908947.3,MajorParent, 10.0009973755412, 20, 1, 5, 5, 0, 0, 0, 4, 4, 6.34279177804905, 7.53295668549906E-02, 0, 2, 20, 2.5, 0, 20,
 154,OR233299.1,MinorParent, 2.50434632398262, 0, 1, 0, 0, 10, 4, 14, 0, 0, 5.74955097243519, 0, 4, 0, 0, 0, 0, 0,
 155,MW251308.1,Recombinant, 20.1936296218566, 20, 10, 10, 10, 5, 8, 18, 8, 8, 7.15897028370153, .639097744360902, 4, 2, 20, 5, 5, 20,
 155,MG772933.1,MajorParent, 5.36649120085831, 20, 10, 0, 5, 5, 0, 0, 0, 4, 5.83637688957013, .112781954887218, 0, 0, 0, 0, 0, 15,
 155,MT121216.1,MinorParent, 4.43987917728505, 0, 0, 5, 0, 5, 4, 14, 4, 0, 7.00465282672834, .469924812030075, 2, 1, 0, 2.5, 0, 0,
 156,OK017839.1,Recombinant, 17.8693885596116, 20, 10, 10, 0, 10, 0, 0, 4, 8, 7.99633332871841, 0, 4, 2, 20, 5, 5, 0,
 156,OK017840.1,MajorParent, 10.0419505599121, 10, 5, 5, 0, 0, 0, 0, 8, 4, 6.85448223125747, 0, 0, 1, 20, 0, 0, 20,
 156,OK017845.1,MinorParent, 2.08866088047623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.14918444002412, .18796992481203, 0, 0, 0, 2.5, 0, 15,
 157,OR261266.1,Recombinant, 15.5068167372141, 20, 10, 10, 5, 10, 4, 0, 8, 4, 7.39418988272311, .412757973733583, 4, 0, 20, 5, 0, 15,
 157,OR233311.1,MajorParent, 9.68926593743986, 20, 10, 0, 0, 0, 0, 14, 0, 8, 6.84604926501459, 1.53846153846154, 0, 2, 10, 2.5, 0, 20,
 157,OR233297.1,MinorParent, 4.80391732534604, 0, 0, 5, 10, 0, 8, 18, 4, 0, 5.7597608522623, .24390243902439, 2, 1, 0, 0, 0, 0,
 159,OK017819.1,Recombinant, 19.1346744828567, 20, 1, 5, 0, 5, 8, 18, 4, 0, 9.48283965594895, 0, 4, 2, 20, 5, 0, 20,
 159,DQ071615.1,MajorParent, 6.12426409567081, 0, 1, 10, 10, 5, 4, 14, 8, 8, 4.98375742406058, .430711610486891, 0, 1, 0, 2.5, 0, 15,
 159,OK017814.1,MinorParent, 4.74106142147248, 20, 1, 0, 5, 5, 0, 0, 0, 4, 5.53340291999046, 0, 2, 0, 0, 0, 0, 0,
 160,OK017832.1,Recombinant, 16.4113796845542, 20, 10, 0, 0, 10, 0, 0, 0, 0, 7.52079576033459, 1.44194756554307, 4, 0, 20, 0, 0, 20,
 160,OK017833.1,MajorParent, 1.74633120648245, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5.3989515660254, 0, 4, 0, 0, 0, 0, 0,
 160,OK017860.1,MinorParent, 11.8422891089634, 20, 10, 0, 0, 0, 0, 0, 0, 8, 7.08025267364002, 1.16104868913858, 4, 0, 20, 0, 0, 0,
 164,OR261263.1,Recombinant, 15.8518073991764, 20, 10, 10, 5, 0, 8, 18, 8, 4, 6.74765250081637, 2.46268656716418, 0, 2, 20, 5, 5, 20,
 164,OR233311.1,MajorParent, 12.773378851875, 10, 5, 5, 10, 0, 4, 14, 4, 8, 7.42317419840624, .466417910447761, 4, 1, 20, 0, 0, 15,
 164,OR233309.1,MinorParent, 1.37481374894864, 0, 0, 0, 0, 10, 0, 0, 0, 0, 5.82917330077739, 0, 2, 0, 0, 2.5, 0, 0,
 165,OK017823.1,Recombinant, 22.0333303180648, 20, 10, 10, 10, 10, 8, 18, 8, 8, 11.3438547660996, 1.3780260707635, 4, 2, 20, 5, 0, 20,
 165,KC881006.1,MajorParent, 3.74707943897428, 0, 5, 5, 0, 0, 0, 0, 0, 4, 4.90444898439231, .167597765363128, 0, 1, 0, 2.5, 0, 15,
 165,DQ084199.1,MinorParent, 4.21959024296095, 10, 0, 0, 5, 0, 4, 14, 4, 0, 3.75169624950806, 0, 2, 0, 10, 0, 0, 0,
 167,OQ175350.1,Recombinant, 19.4922933262922, 20, 10, 10, 5, 0, 8, 18, 8, 8, 8.33907058815843, 1.00934579439252, 0, 2, 20, 5, 5, 20,
 167,OK017808.1,MajorParent, 1.25704667320836, 0, 10, 0, 0, 0, 0, 14, 0, 4, 5.51607040627325, .261682242990654, 2, 1, 0, 2.5, 0, 0,
 167,OR233299.1,MinorParent, 9.2506600004994, 20, 0, 5, 10, 10, 4, 0, 4, 0, 6.14485900556832, 0, 4, 0, 20, 0, 0, 15,
 168,OQ175350.1,Recombinant, 16.2997735601563, 20, 10, 10, 10, 0, 8, 18, 8, 0, 7.72256577168054, 0, 0, 1, 20, 2.5, 0, 0,
 168,OK017856.1,MajorParent, 7.45544815069584, 0, 5, 0, 0, 10, 0, 0, 0, 8, 6.14606761998027, 3.73134328358209E-02, 4, 2, 10, 5, 5, 15,
 168,KY417143.1,MinorParent, 6.24477828914783, 10, 0, 5, 5, 0, 4, 14, 4, 4, 6.13136660833919, .130597014925373, 0, 0, 0, 0, 0, 20,
 169,DQ071615.1,Recombinant, 15.0166662365646, 10, 10, 10, 10, 5, 8, 18, 8, 4, 6.92027338356853, .260223048327138, 4, 2, 0, 2.5, 0, 15,
 169,OQ175350.1,MajorParent, 12.6008883700647, 20, 10, 0, 0, 5, 4, 14, 0, 8, 6.73907618082749, 1.61710037174721, 0, 1, 20, 5, 5, 20,
 169,OQ175349.1,MinorParent, 2.3824453933707, 0, 0, 5, 5, 5, 0, 0, 4, 0, 6.34065043560399, .446096654275093, 4, 0, 0, 0, 0, 0,
 172,OK017839.1,Recombinant, 19.8856884794012, 20, 10, 10, 0, 10, 8, 18, 8, 0, 11.7254265453232, 0, 4, 2, 20, 5, 5, 20,
 172,OR233295.1,MajorParent, 4.81013957279392, 0, 0, 5, 5, 0, 4, 14, 4, 8, 3.63305623665216, .223048327137546, 0, 0, 0, 0, 0, 15,
 172,KF294457.1,MinorParent, 5.30417194780491, 10, 5, 0, 10, 0, 0, 0, 0, 4, 4.64151721802469, 0, 2, 1, 10, 2.5, 5, 0,
 173,KY417145.1,Recombinant, 16.9441257311256, 20, 0, 10, 5, 0, 8, 18, 8, 4, 8.30689712611235, 1.02230483271375, 0, 1, 20, 2.5, 0, 15,
 173,OQ503501.1,MajorParent, 11.4108226181384, 0, 10, 0, 10, 10, 4, 14, 0, 8, 5.72165334379489, 1.04089219330855, 4, 2, 10, 5, 5, 20,
 173,OK017810.1,MinorParent, 1.64505165073597, 0, 0, 5, 0, 0, 0, 0, 4, 0, 5.97144953009276, 0, 2, 0, 0, 0, 0, 0,
 174,KY938558.1,Recombinant, 12.9289316199907, 20, 10, 5, 10, 0, 4, 14, 4, 4, 7.88347787957076, .25974025974026, 0, 2, 20, 2.5, 0, 0,
 174,DQ084199.1,MajorParent, 8.50813778153404, 10, 10, 0, 5, 10, 0, 0, 0, 8, 5.77562144615956, 5.56586270871985E-02, 4, 0, 10, 5, 5, 20,
 174,OR233293.1,MinorParent, 8.56293059847525, 0, 0, 10, 0, 0, 8, 18, 8, 0, 6.34090067426968, 0, 2, 1, 0, 0, 0, 15,
 175,OK017814.1,Recombinant, 25.3031643920345, 20, 10, 10, 10, 10, 8, 18, 8, 8, 10.3927304484717, .579710144927536, 4, 2, 20, 5, 0, 20,
 175,OM240725.1,MajorParent, 3.72765660822326, 0, 0, 5, 5, 0, 0, 0, 4, 4, 5.093162370725, .942028985507246, 0, 1, 10, 2.5, 0, 15,
 175,GQ153545.1,MinorParent, .969178999742276, 10, 0, 0, 0, 0, 4, 14, 0, 0, 4.51410718080334, 0, 2, 0, 0, 0, 0, 0,
 176,FJ588686.1,Recombinant, 12.3387853353392, 0, 0, 10, 10, 10, 8, 18, 8, 0, 6.40806382136269, 0, 4, 2, 0, 5, 5, 15,
 176,KY417148.1,MajorParent, 9.63202144588304, 10, 10, 0, 0, 0, 4, 14, 0, 8, 6.58102839865438, 0, 0, 0, 20, 0, 0, 20,
 176,KY417142.1,MinorParent, 8.02919321877774, 20, 5, 5, 5, 0, 0, 0, 4, 4, 7.01090777998293, 0, 2, 1, 20, 2.5, 5, 0,
 177,OK017860.1,Recombinant, 21.302540239489, 20, 10, 10, 10, 10, 8, 18, 8, 8, 8.62417041679855, 0, 2, 2, 20, 5, 5, 15,
 177,OK017833.1,MajorParent, 5.55694436222009, 10, 5, 5, 0, 0, 0, 0, 4, 4, 5.8122444261607, 0, 0, 0, 10, 0, 0, 20,
 177,MK211374.1,MinorParent, 3.14051539829092, 0, 0, 0, 5, 0, 4, 14, 0, 0, 5.56358515704075, 0, 4, 1, 0, 2.5, 5, 0,
 178,OR261267.1,Recombinant, 19.206655036254, 20, 10, 10, 10, 5, 8, 18, 8, 0, 7.86266825805833, .452898550724638, 4, 0, 20, 0, 0, 0,
 178,MZ081379.1,MajorParent, 5.3986422883363, 0, 0, 5, 0, 5, 0, 0, 4, 4, 5.83721488183349, 1.05072463768116, 0, 2, 0, 5, 5, 20,
 178,OR233310.1,MinorParent, 5.39470267540972, 10, 0, 0, 5, 5, 4, 14, 0, 8, 6.30011686010818, 1.3768115942029, 0, 1, 10, 2.5, 0, 15,
 179,OK017836.1,Recombinant, 16.5396690104469, 20, 10, 10, 10, 5, 4, 14, 8, 4, 8.17392096822428, .756756756756757, 2, 2, 20, 5, 5, 20,
 179,OK017801.1,MajorParent, 11.8522525410604, 20, 10, 5, 5, 5, 8, 18, 4, 8, 6.12799125633395, .594594594594595, 0, 0, 20, 0, 0, 15,
 179,GQ153548.1,MinorParent, 1.60807844849265, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5.69808777544177, 0, 4, 1, 0, 2.5, 5, 0,
 181,KP886808.1,Recombinant, 18.7469157687299, 20, 10, 10, 10, 5, 8, 18, 8, 4, 9.02811082133882, 2.67985611510791, 0, 2, 20, 5, 0, 20,
 181,OR233298.1,MajorParent, 2.00179452228359, 0, 0, 0, 5, 5, 0, 0, 0, 8, 4.82000892346206, .557553956834532, 2, 0, 0, 2.5, 0, 0,
 181,KY770860.1,MinorParent, 9.25128970898647, 20, 10, 5, 0, 5, 4, 14, 4, 0, 6.15188025519912, 0, 4, 1, 10, 0, 0, 15,
 182,OR233310.1,Recombinant, 18.5677335716658, 20, 10, 10, 5, 10, 8, 18, 8, 8, 7.21947384796225, .197841726618705, 2, 2, 20, 5, 5, 20,
 182,OR233311.1,MajorParent, 10.7030847896323, 20, 10, 5, 10, 0, 4, 14, 4, 4, 6.90709033427792, 0, 0, 0, 20, 0, 0, 15,
 182,GQ153542.1,MinorParent, .729181638701872, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.87343581775983, .251798561151079, 4, 1, 0, 2.5, 0, 0,
 183,MK211374.1,Recombinant, 19.4478637641526, 20, 10, 10, 10, 0, 8, 18, 8, 0, 8.6023703429426, 0, 4, 2, 20, 5, 5, 20,
 183,OK017831.1,MajorParent, 9.40365307296704, 10, 5, 5, 5, 10, 4, 14, 4, 8, 6.28345625142132, .126126126126126, 2, 0, 10, 0, 0, 15,
 183,KY417149.1,MinorParent, 1.14848316288037, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5.11417340563608, 0, 0, 1, 0, 2.5, 5, 0,
 184,OK017801.1,Recombinant, 22.3357399476434, 20, 10, 10, 10, 10, 8, 18, 8, 8, 9.078502280642, 0, 2, 2, 20, 5, 5, 20,
 184,OK017845.1,MajorParent, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5.50118360756987, 0, 4, 1, 0, 2.5, 5, 0,
 184,KT444582.1,MinorParent, 7.66426005235661, 10, 10, 5, 5, 0, 4, 14, 0, 4, 5.42031411178812, .755395683453237, 0, 0, 10, 0, 0, 15,
 186,OK017860.1,Recombinant, 16.3333062688096, 20, 1, 10, 10, 5, 8, 18, 8, 8, 7.57192135493355, 0, 4, 2, 20, 5, 5, 0,
 186,DQ648857.1,MajorParent, 3.0407812212083, 0, 1, 5, 0, 5, 0, 0, 0, 4, 4.80335124243227, 0, 4, 0, 0, 0, 0, 15,
 186,OK017832.1,MinorParent, 10.6259125099821, 10, 1, 0, 5, 5, 4, 14, 4, 0, 7.62472740263419, .180831826401447, 4, 1, 20, 2.5, 5, 20,
 187,OK017833.1,Recombinant, 13.6737819964484, 10, 0, 10, 10, 0, 8, 18, 8, 0, 7.40474192824977, 0, 2, 2, 0, 2.5, 5, 20,
 187,GQ153542.1,MajorParent, 3.30187025075274, 0, 10, 5, 0, 0, 0, 0, 4, 4, 6.71522987897552, .306306306306306, 0, 1, 10, 0, 0, 0,
 187,DQ084199.1,MinorParent, 13.0243477527989, 20, 10, 0, 5, 10, 4, 14, 0, 8, 5.88002819277471, 0, 4, 0, 20, 5, 5, 15,
 188,MK211374.1,Recombinant, 15.3433502520225, 10, 10, 10, 5, 0, 8, 18, 8, 8, 7.84945514203565, 0, 4, 2, 10, 5, 5, 0,
 188,DQ648857.1,MajorParent, 5.51081984343725, 0, 10, 0, 10, 0, 0, 0, 0, 4, 6.27176135870055, 0, 0, 0, 0, 2.5, 0, 20,
 188,OR233299.1,MinorParent, 9.14582990454027, 20, 0, 5, 0, 10, 4, 14, 4, 0, 5.8787834992638, 0, 2, 1, 20, 0, 0, 15,
 189,MZ937001.1,Recombinant, 13.5837009909296, 20, 10, 5, 5, 10, 4, 14, 4, 4, 6.63851522308991, .108108108108108, 4, 1, 20, 2.5, 0, 20,
 189,MZ937003.1,MajorParent, 5.79187834634341, 0, 0, 10, 0, 0, 0, 0, 8, 8, 6.75287827310955, 0, 0, 2, 0, 5, 5, 0,
 189,MN908947.3,MinorParent, 10.624420662727, 20, 10, 0, 10, 0, 8, 18, 0, 0, 6.60860650380054, 0, 2, 0, 20, 0, 0, 15,
 190,OQ175343.1,Recombinant, 13.9764020776316, 10, 10, 0, 0, 10, 8, 18, 0, 8, 7.20168039541691, .54249547920434, 4, 2, 10, 5, 5, 20,
 190,OK017833.1,MajorParent, 13.0199174858364, 20, 10, 5, 5, 0, 4, 14, 4, 4, 7.31218998596071, 0, 2, 0, 20, 2.5, 0, 15,
 190,OK017834.1,MinorParent, 3.00368043653199, 0, 0, 10, 10, 0, 0, 0, 8, 0, 5.48612961862238, .940325497287523, 0, 1, 0, 0, 0, 0,
 191,OK287355.1,Recombinant, 19.2450230136897, 20, 10, 10, 10, 0, 8, 18, 8, 8, 10.4970142738697, 0, 4, 2, 20, 2.5, 5, 15,
 191,OR233302.1,MajorParent, 5.06357423584222, 10, 5, 5, 0, 0, 0, 0, 4, 4, 4.14671080825484, 0, 0, 1, 10, 0, 0, 20,
 191,MZ081379.1,MinorParent, 5.69140275046811, 0, 0, 0, 5, 10, 4, 14, 0, 0, 5.35627491787541, 0, 2, 0, 0, 5, 5, 0,
 192,KC881005.1,Recombinant, 14.4449355980567, 20, 10, 10, 10, 0, 8, 18, 8, 0, 6.7460533856469, 0, 2, 1, 20, 2.5, 5, 0,
 192,KY417150.1,MajorParent, 2.35209221693584, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6.441797479856, .54249547920434, 0, 0, 0, 0, 0, 20,
 192,OQ503500.1,MinorParent, 13.2029721850074, 20, 0, 5, 5, 0, 4, 14, 4, 8, 6.81214913449711, 0, 4, 2, 20, 5, 5, 15,
 193,MW719567.1,Recombinant, 17.834937581593, 20, 10, 10, 0, 10, 8, 18, 4, 8, 7.83204363169467, .180505415162455, 4, 2, 20, 5, 5, 20,
 193,OQ401247.1,MajorParent, 5.31408275036637, 10, 0, 5, 5, 0, 4, 14, 8, 4, 2.63770312497947, 0, 0, 0, 10, 2.5, 0, 0,
 193,MZ081378.1,MinorParent, 6.85097966804058, 0, 10, 0, 10, 0, 0, 0, 0, 0, 9.53025324332586, 0, 2, 1, 0, 0, 0, 15,
 195,JX993988.1,Recombinant, 17.3080044046964, 20, 5, 5, 0, 10, 8, 18, 4, 8, 8.90690990610288, 0, 2, 1, 20, 0, 0, 20,
 195,MZ081382.1,MajorParent, 7.20160318012334, 10, 0, 10, 5, 0, 0, 0, 8, 4, 6.69573788487743, .940325497287523, 0, 2, 10, 5, 5, 0,
 195,MZ081379.1,MinorParent, 5.49039241518027, 0, 10, 0, 10, 0, 4, 14, 0, 0, 4.39735220901969, 0, 4, 0, 0, 2.5, 0, 15,
 196,OK017856.1,Recombinant, 12.1007794427185, 20, 1, 0, 10, 5, 8, 18, 0, 4, 6.85236573369028, .379746835443038, 4, 0, 20, 2.5, 0, 0,
 196,KY417151.1,MajorParent, 6.39598400787796, 0, 1, 5, 0, 5, 0, 0, 4, 8, 6.44204887444676, .669077757685353, 4, 2, 0, 5, 5, 20,
 196,AY394995.1,MinorParent, 11.5032365494035, 20, 1, 10, 5, 5, 4, 14, 8, 0, 6.70558539186296, .307414104882459, 4, 1, 20, 0, 0, 0,
 197,OK017856.1,Recombinant, 17.6003377038079, 20, 10, 0, 10, 10, 4, 14, 0, 8, 7.20363031593532, .361663652802893, 4, 2, 20, 5, 5, 20,
 197,OR233306.1,MajorParent, 9.94918882627194, 10, 0, 10, 5, 0, 8, 18, 8, 4, 6.45377988242336, 1.80831826401447E-02, 0, 0, 0, 2.5, 0, 15,
 197,KY770858.1,MinorParent, 2.45047346992012, 0, 5, 5, 0, 0, 0, 0, 4, 0, 6.34258980164132, 0, 0, 1, 10, 0, 0, 0,
 198,KY417148.1,Recombinant, 13.4074696919646, 20, 1, 5, 5, 5, 0, 0, 4, 8, 7.63029918861985, 0, 4, 2, 20, 2.5, 0, 15,
 198,KY417143.1,MajorParent, 4.07484689004456, 0, 1, 0, 0, 5, 4, 18, 0, 4, 5.80460406797901, 0, 0, 1, 0, 5, 5, 0,
 198,KY417147.1,MinorParent, 12.5176834179908, 20, 1, 10, 10, 0, 8, 14, 8, 0, 6.56509674340113, 0, 2, 0, 20, 0, 0, 20,
 199,OR261267.1,Recombinant, 17.5701494448517, 20, 10, 10, 0, 0, 8, 18, 8, 0, 7.69373334686148, 1.04693140794224, 4, 1, 20, 2.5, 0, 20,
 199,KT444582.1,MajorParent, 9.02742502586322, 10, 0, 5, 10, 10, 4, 14, 4, 8, 5.63750568779946, .794223826714801, 2, 2, 0, 5, 5, 15,
 199,OK017793.1,MinorParent, 3.40242552928512, 0, 5, 0, 5, 0, 0, 0, 0, 4, 6.66876096533905, .216606498194946, 0, 0, 10, 0, 0, 0,
 200,OK017845.1,Recombinant, 16.2096321666882, 20, 10, 10, 0, 5, 0, 0, 0, 8, 7.21737840572855, .216606498194946, 4, 1, 20, 0, 0, 20,
 200,OK017844.1,MajorParent, 11.3154634760125, 20, 10, 0, 0, 5, 0, 0, 8, 4, 6.90088992396732, .379061371841155, 0, 2, 20, 0, 0, 0,
 200,OK017839.1,MinorParent, 2.47490435729927, 0, 0, 10, 0, 5, 0, 0, 4, 0, 5.88173167030413, 0, 0, 0, 0, 0, 0, 0,
 201,KJ473816.1,Recombinant, 17.9553341007564, 20, 10, 10, 10, 0, 8, 18, 4, 0, 9.20197522343413, 0, 4, 2, 20, 5, 5, 20,
 201,OK017811.1,MajorParent, 2.10962386931912, 0, 0, 0, 0, 5, 0, 0, 0, 4, 4.5223061429082, 0, 0, 0, 0, 0, 0, 15,
 201,KY417142.1,MinorParent, 9.93504202992446, 20, 0, 5, 5, 5, 4, 14, 8, 8, 6.27571863365768, 0, 2, 1, 10, 2.5, 5, 0,
 202,OR233309.1,Recombinant, 21.8094837982227, 20, 10, 10, 5, 10, 8, 18, 8, 8, 7.90591641744202, .468468468468468, 4, 2, 20, 5, 0, 20,
 202,OR261264.1,MajorParent, 7.3890066426863, 0, 0, 5, 10, 0, 4, 14, 4, 4, 6.42442185172348, .738738738738739, 0, 0, 10, 2.5, 0, 15,
 202,OR261267.1,MinorParent, .801509559091017, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5.6696617308345, .486486486486487, 2, 1, 0, 0, 0, 0,
 203,OK017831.1,Recombinant, 21.2102650636764, 20, 10, 10, 0, 10, 8, 18, 8, 8, 9.95941128271209, 1.01449275362319, 4, 2, 20, 5, 0, 20,
 203,OK287354.1,MajorParent, 2.40678654237617, 0, 0, 0, 10, 0, 0, 0, 0, 4, 4.9345388570983, 0, 0, 0, 10, 2.5, 0, 0,
 203,DQ648857.1,MinorParent, 6.38294839394746, 10, 5, 5, 5, 0, 4, 14, 4, 0, 5.1060498601896, 0, 2, 1, 0, 0, 0, 15,
 205,MW251308.1,Recombinant, 13.7848601384577, 20, 10, 10, 0, 5, 4, 0, 8, 0, 9.10490966021985, 7.25952813067151E-02, 4, 2, 20, 0, 0, 15,
 205,EPI_ISL_412977,MajorParent, 11.0940506618522, 10, 0, 0, 10, 5, 8, 18, 4, 8, 5.81798550941715, .163339382940109, 0, 0, 10, 2.5, 0, 20,
 205,EPI_ISL_852605,MinorParent, 5.12108919969005, 0, 10, 5, 5, 5, 0, 14, 0, 4, 5.077104830363, 0, 0, 1, 0, 5, 0, 0,
 206,MW251308.1,Recombinant, 15.5615635701765, 20, 10, 10, 5, 5, 4, 14, 8, 4, 7.22524480922132, .326086956521739, 0, 2, 20, 2.5, 0, 15,
 206,EPI_ISL_852605,MajorParent, 6.56376718291665, 0, 0, 5, 0, 5, 0, 0, 4, 8, 5.99673003343732, .144927536231884, 0, 1, 10, 5, 5, 20,
 206,MZ937002.1,MinorParent, 7.87466924690681, 0, 10, 0, 10, 5, 8, 18, 0, 0, 6.77802515734136, .670289855072464, 4, 0, 0, 0, 0, 0,
 207,MW703458.1,Recombinant, 17.4914976172975, 20, 10, 10, 0, 5, 4, 14, 8, 4, 7.70820160980418, 0, 2, 2, 20, 5, 5, 20,
 207,OK017804.1,MajorParent, 5.51011453419734, 0, 10, 0, 5, 5, 0, 0, 0, 8, 6.09095767737054, 0, 0, 0, 10, 0, 0, 15,
 207,MZ937003.1,MinorParent, 6.99838784850512, 0, 0, 5, 10, 5, 8, 18, 4, 0, 6.20084071282528, 0, 4, 1, 0, 2.5, 5, 0,
 211,KY770858.1,Recombinant, 17.3280900563786, 20, 10, 5, 10, 0, 8, 18, 0, 0, 8.10408405345, 0, 4, 2, 20, 5, 5, 20,
 211,OK017808.1,MajorParent, 2.72367210560978, 0, 0, 10, 0, 5, 0, 0, 8, 4, 4.73738117006935, .505415162454874, 0, 0, 0, 0, 0, 0,
 211,KY417142.1,MinorParent, 9.94823783801161, 10, 0, 0, 5, 5, 4, 14, 4, 8, 7.15853477648065, 0, 2, 1, 10, 2.5, 5, 15,
 212,KJ473816.1,Recombinant, 12.2635644355492, 20, 10, 5, 5, 0, 8, 18, 4, 0, 6.81626793195154, .324909747292419, 2, 0, 10, 0, 0, 20,
 212,KT444582.1,MajorParent, 9.35758337970248, 0, 0, 10, 10, 10, 4, 14, 8, 8, 6.58551285472397, .667870036101083, 4, 2, 0, 5, 5, 0,
 212,KY417145.1,MinorParent, 8.3788521847483, 10, 5, 0, 0, 0, 0, 0, 0, 4, 6.59821921332449, 1.13718411552347, 0, 1, 20, 2.5, 0, 15,
 213,KY417151.1,Recombinant, 16.79220803864, 20, 10, 5, 5, 10, 8, 18, 4, 8, 7.43441829106317, 9.02527075812274E-02, 4, 0, 20, 5, 5, 20,
 213,KY417152.1,MajorParent, 11.3748071806267, 20, 10, 10, 10, 0, 4, 14, 8, 4, 6.43329886721709, 0, 0, 1, 20, 2.5, 0, 0,
 213,KC881006.1,MinorParent, 1.83298478073321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13228284171974, 0, 2, 2, 0, 0, 0, 15,
 214,OK287354.1,Recombinant, 20.4825202403614, 20, 1, 10, 10, 10, 8, 18, 8, 0, 9.18709258388501, 0, 4, 2, 20, 5, 5, 20,
 214,OK017814.1,MajorParent, 1.80722901461598, 0, 1, 0, 0, 0, 0, 0, 0, 4, 4.42771190712181, 0, 0, 0, 0, 0, 0, 15,
 214,OR233304.1,MinorParent, 7.71025074502262, 10, 1, 5, 5, 0, 4, 14, 4, 8, 6.38519550899318, 0, 2, 1, 10, 2.5, 5, 0,
 215,OK017814.1,Recombinant, 15.0952404280249, 20, 5, 0, 10, 10, 8, 18, 0, 8, 6.64684736390127, 0, 4, 0, 20, 2.5, 0, 20,
 215,OQ503495.1,MajorParent, 11.6617537264227, 10, 10, 10, 5, 0, 0, 0, 8, 4, 6.81484759048088, 0, 0, 1, 20, 5, 0, 15,
 215,OK017843.1,MinorParent, 3.24300584555234, 0, 0, 5, 0, 0, 4, 14, 4, 0, 6.53830504561785, 0, 0, 2, 0, 0, 0, 0,
 216,OQ503504.1,Recombinant, 19.1583703605272, 20, 10, 10, 0, 10, 0, 0, 8, 8, 6.61854551467863, 1.03074141048825, 4, 2, 20, 5, 5, 20,
 216,KY417151.1,MajorParent, 0, 0, 5, 5, 0, 0, 0, 0, 4, 4, 6.24835142202166, 3.61663652802893E-02, 0, 0, 0, 2.5, 0, 0,
 216,MZ190138.1,MinorParent, 10.8416296394728, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.13310306329971, 0, 2, 1, 10, 0, 0, 15,
 218,MK211375.1,Recombinant, 12.6779183461907, 20, 10, 5, 5, 5, 4, 0, 4, 0, 7.7938576048673, 0, 4, 1, 20, 0, 0, 20,
 218,KY770858.1,MajorParent, 8.24779316674277, 0, 0, 10, 0, 5, 0, 18, 8, 4, 5.58973283689619, .217391304347826, 0, 2, 0, 2.5, 0, 15,
 218,OQ503502.1,MinorParent, 9.07428848706654, 10, 5, 0, 10, 5, 8, 14, 0, 8, 6.6164095582365, 0, 2, 0, 10, 5, 0, 0,
 220,KJ473813.1,Recombinant, 16.6366378996835, 20, 10, 10, 10, 0, 8, 18, 8, 4, 6.29831145503696, 1.0126582278481, 4, 0, 20, 5, 0, 20,
 220,OK017799.1,MajorParent, 11.6805060005964, 10, 10, 0, 5, 10, 4, 14, 0, 8, 7.17193750621224, .198915009041591, 0, 1, 10, 2.5, 0, 15,
 220,OQ503497.1,MinorParent, 1.68285609972008, 0, 0, 5, 0, 0, 0, 0, 4, 0, 6.5297510387508, 0, 0, 2, 0, 0, 0, 0,
 223,OQ503506.1,Recombinant, 14.9315115831401, 10, 1, 10, 0, 5, 0, 0, 8, 0, 6.73747834716471, .288288288288288, 4, 2, 20, 5, 5, 20,
 223,MZ081382.1,MajorParent, 2.08398672128012, 0, 1, 0, 0, 5, 0, 0, 0, 4, 6.59516729757954, 7.20720720720721E-02, 4, 0, 0, 0, 0, 0,
 223,MZ081379.1,MinorParent, 12.9845016955798, 20, 1, 5, 0, 5, 0, 0, 4, 8, 6.66735435525575, 7.20720720720721E-02, 4, 1, 20, 2.5, 5, 15,
 224,OM240725.1,Recombinant, 19.7129003731553, 20, 10, 10, 10, 0, 8, 18, 8, 8, 7.37142218305236, .683453237410072, 2, 2, 20, 5, 0, 0,
 224,OK017828.1,MajorParent, 5.61403602174212, 0, 10, 0, 5, 0, 0, 14, 0, 4, 6.41813829097285, .971223021582734, 0, 1, 0, 2.5, 0, 15,
 224,OK017841.1,MinorParent, 4.67306360510256, 0, 0, 5, 0, 10, 4, 0, 4, 0, 6.21043952597479, .719424460431655, 4, 0, 0, 0, 0, 20,
 225,OK017809.1,Recombinant, 14.5739275305194, 20, 1, 10, 10, 10, 8, 18, 8, 8, 6.2804248260057, 0, 4, 0, 20, 2.5, 0, 15,
 225,OK017811.1,MajorParent, 9.05074198191221, 20, 1, 5, 0, 0, 0, 0, 0, 4, 7.32274613148211, .162162162162162, 0, 2, 10, 5, 5, 0,
